Time;Natural ventilation, Roof, Zone 31 - Rm. 3-2, South Office, Humidity
06-27-2018 23:58:20;45.8400001525879
06-28-2018 00:18:30;48
06-28-2018 00:18:48;45.9599990844727
06-28-2018 00:27:19;48
06-28-2018 00:27:33;45.9599990844727
06-28-2018 00:31:15;48.0800018310547
06-28-2018 00:31:36;46.0400009155273
06-28-2018 00:33:59;48.1199989318848
06-28-2018 00:34:15;46.0800018310547
06-28-2018 00:48:05;48.2400016784668
06-28-2018 00:48:24;46.2000007629395
06-28-2018 00:51:02;48.2400016784668
06-28-2018 00:51:23;46.2000007629395
06-28-2018 00:54:38;48.3600006103516
06-28-2018 00:55:09;46.2400016784668
06-28-2018 01:22:13;48.560001373291
06-28-2018 01:24:00;46.5200004577637
06-28-2018 01:24:24;48.6800003051758
06-28-2018 01:24:39;46.6399993896484
06-28-2018 01:30:19;48.6800003051758
06-28-2018 01:31:42;46.5999984741211
06-28-2018 01:33:56;48.7599983215332
06-28-2018 01:34:19;46.7200012207031
06-28-2018 01:38:33;48.7200012207031
06-28-2018 01:39:39;46.7200012207031
06-28-2018 01:41:28;48.8800010681152
06-28-2018 01:41:50;46.8800010681152
06-28-2018 01:42:56;48.8800010681152
06-28-2018 01:43:09;46.8800010681152
06-28-2018 01:47:03;48.9199981689453
06-28-2018 01:47:17;46.8800010681152
06-28-2018 01:47:53;48.9599990844727
06-28-2018 01:48:04;46.9599990844727
06-28-2018 01:53:28;49
06-28-2018 01:53:50;46.9599990844727
06-28-2018 01:56:42;48.9599990844727
06-28-2018 01:56:58;46.9599990844727
06-28-2018 01:57:31;49
06-28-2018 01:57:49;46.9199981689453
06-28-2018 02:04:32;49
06-28-2018 02:04:51;47
06-28-2018 02:12:08;49.0800018310547
06-28-2018 02:12:31;47.0400009155273
06-28-2018 02:31:39;49.1599998474121
06-28-2018 02:32:21;47.1599998474121
06-28-2018 02:35:57;49.1599998474121
06-28-2018 02:50:58;47.6399993896484
06-28-2018 02:56:16;49.6800003051758
06-28-2018 02:56:28;47.6800003051758
06-28-2018 03:05:17;49.7599983215332
06-28-2018 03:05:30;47.7200012207031
06-28-2018 03:08:51;49.7999992370605
06-28-2018 03:09:17;47.7999992370605
06-28-2018 03:19:42;49.7999992370605
06-28-2018 03:19:58;47.7999992370605
06-28-2018 03:28:21;49.9199981689453
06-28-2018 03:28:41;47.8800010681152
06-28-2018 03:45:52;50.1599998474121
06-28-2018 03:46:05;48.1599998474121
06-28-2018 04:01:05;48.8800010681152
06-28-2018 04:01:48;50.9199981689453
06-28-2018 04:02:03;48.8800010681152
06-28-2018 04:17:31;51.1199989318848
06-28-2018 04:17:48;49.0800018310547
06-28-2018 04:32:48;49.7599983215332
06-28-2018 04:36:03;51.7999992370605
06-28-2018 04:36:13;49.7599983215332
06-28-2018 04:36:54;51.7999992370605
06-28-2018 04:37:08;49.7599983215332
06-28-2018 04:46:21;51.7999992370605
06-28-2018 04:46:37;49.7200012207031
06-28-2018 04:46:52;51.7999992370605
06-28-2018 04:47:02;48.8800010681152
06-28-2018 04:51:57;50.9199981689453
06-28-2018 04:52:17;48.8800010681152
06-28-2018 04:54:34;50.9199981689453
06-28-2018 04:54:52;48.8800010681152
06-28-2018 04:59:18;51.0400009155273
06-28-2018 04:59:37;48.9599990844727
06-28-2018 04:59:58;51.1199989318848
06-28-2018 05:00:20;49.0800018310547
06-28-2018 05:01:59;51.1199989318848
06-28-2018 05:02:10;49.0800018310547
06-28-2018 05:03:28;51.2400016784668
06-28-2018 05:03:42;49.2400016784668
06-28-2018 05:05:29;51.2400016784668
06-28-2018 05:05:38;49.1199989318848
06-28-2018 05:05:54;51.2799987792969
06-28-2018 05:06:07;49.2799987792969
06-28-2018 05:08:25;51.2799987792969
06-28-2018 05:08:50;49.2799987792969
06-28-2018 05:09:23;51.3600006103516
06-28-2018 05:09:44;49.3600006103516
06-28-2018 05:15:26;51.439998626709
06-28-2018 05:15:44;49.439998626709
06-28-2018 05:16:57;51.5200004577637
06-28-2018 05:17:20;49.5200004577637
06-28-2018 05:18:59;51.560001373291
06-28-2018 05:19:08;53.5999984741211
06-28-2018 05:19:18;49.2400016784668
06-28-2018 05:19:45;51.2400016784668
06-28-2018 05:19:55;49.0800018310547
06-28-2018 05:21:26;51.1199989318848
06-28-2018 05:21:42;49.0800018310547
06-28-2018 05:22:24;51.1199989318848
06-28-2018 05:22:42;49.0800018310547
06-28-2018 05:23:20;51.1599998474121
06-28-2018 05:23:57;49.1199989318848
06-28-2018 05:24:18;51.2400016784668
06-28-2018 05:24:31;49.2400016784668
06-28-2018 05:26:12;51.560001373291
06-28-2018 05:26:22;54.6800003051758
06-28-2018 05:26:32;49.8800010681152
06-28-2018 05:28:07;52
06-28-2018 05:28:20;49.8800010681152
06-28-2018 05:28:47;52
06-28-2018 05:29:05;49.9599990844727
06-28-2018 05:29:28;52
06-28-2018 05:29:47;49.9199981689453
06-28-2018 05:33:21;52
06-28-2018 05:33:35;49.9599990844727
06-28-2018 05:34:19;52.0800018310547
06-28-2018 05:34:29;50.0800018310547
06-28-2018 05:37:23;52.1599998474121
06-28-2018 05:37:32;49.8400001525879
06-28-2018 05:38:15;51.8800010681152
06-28-2018 05:38:25;49.0400009155273
06-28-2018 05:38:35;51.7999992370605
06-28-2018 05:38:45;49.560001373291
06-28-2018 05:39:36;51.7200012207031
